donor_code,donor_name,donor_type,country_code,country_name,sector,recent_avg,active_years,active_share,sector_share,disburse_pctile_within_cs,disbursement_strong,persistence_strong,embeddedness_strong,n_strong,priority,cs_context
NOR,Norway,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,1.2028481780107911,15,0.6521739130434783,0.22657367464730852,75.86206896551724,True,True,True,3,High,Fragmented coordination space
1UN030,UN Development Coordination Office,UN Agency,ECU,Ecuador,Governance & Civil Society,1.1832146666666665,6,0.2608695652173913,1.0,72.41379310344827,True,False,True,2,High,Fragmented coordination space
1UN012,UN Women,UN Agency,ECU,Ecuador,Governance & Civil Society,1.0323656666666665,3,0.13043478260869565,1.0,68.96551724137932,True,False,True,2,High,Fragmented coordination space
GBR,United Kingdom,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.7380934696904463,12,0.5217391304347826,0.1699320842239425,62.06896551724138,False,True,True,2,High,Fragmented coordination space
CHE,Switzerland,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.3777749828592294,12,0.5217391304347826,0.21635298550216736,55.172413793103445,False,True,True,2,High,Fragmented coordination space
SWE,Sweden,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.30073650678506275,18,0.782608695652174,0.3411449558233822,48.275862068965516,False,True,True,2,High,Fragmented coordination space
1UN014,UNDP,UN Agency,ECU,Ecuador,Governance & Civil Society,0.13763447268544443,14,0.6086956521739131,0.6323968609747027,31.03448275862069,False,True,True,2,High,Fragmented coordination space
LUX,Luxembourg,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.04547402072904907,15,0.6521739130434783,0.23974611923122002,17.24137931034483,False,True,True,2,High,Fragmented coordination space
9OTH015,Green Climate Fund,Vertical Fund,ECU,Ecuador,Governance & Civil Society,0.35251793299427314,4,0.17391304347826086,0.04852956846047815,51.724137931034484,False,False,False,0,Low,Fragmented coordination space
IRL,Ireland,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.013587333333333333,4,0.17391304347826086,0.039942106342345296,10.344827586206897,False,False,False,0,Low,Fragmented coordination space
AUT,Austria,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.0080123224369403,8,0.34782608695652173,0.062289365474489815,6.896551724137931,False,False,False,0,Low,Fragmented coordination space
TUR,Turkey,Bilateral (Non-DAC),ECU,Ecuador,Governance & Civil Society,0.006698791148078267,6,0.2608695652173913,0.06143640068210592,3.4482758620689653,False,False,False,0,Low,Fragmented coordination space
1UN011,UN Peacebuilding Fund,UN Agency,ECU,Ecuador,Governance & Civil Society,1.0268786666666665,4,0.17391304347826086,1.0,65.51724137931035,False,False,True,1,Medium,Fragmented coordination space
BEL,Belgium,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.6842539930848792,19,0.8260869565217391,0.06739134612037974,58.620689655172406,False,True,False,1,Medium,Fragmented coordination space
1UN019,UNICEF,UN Agency,ECU,Ecuador,Governance & Civil Society,0.22561131451930336,19,0.8260869565217391,0.13045721073886118,44.827586206896555,False,True,False,1,Medium,Fragmented coordination space
1UN017,UNFPA,UN Agency,ECU,Ecuador,Governance & Civil Society,0.1962819307219895,9,0.391304347826087,0.31738118257689185,41.37931034482759,False,False,True,1,Medium,Fragmented coordination space
FRA,France,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.16827518575017797,14,0.6086956521739131,0.0009108063100049837,37.93103448275862,False,True,False,1,Medium,Fragmented coordination space
ITA,Italy,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.15850487971417906,17,0.7391304347826086,0.05631103207975778,34.48275862068966,False,True,False,1,Medium,Fragmented coordination space
1UN006,ILO,UN Agency,ECU,Ecuador,Governance & Civil Society,0.11455501492921943,12,0.5217391304347826,0.12207359843895861,27.586206896551722,False,True,False,1,Medium,Fragmented coordination space
1UN007,Joint SDG Fund,UN Agency,ECU,Ecuador,Governance & Civil Society,0.081558,2,0.08695652173913043,0.44452262407886917,24.137931034482758,False,False,True,1,Medium,Fragmented coordination space
NLD,Netherlands,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.051576333333333335,5,0.21739130434782608,0.15810818955828979,20.689655172413794,False,False,True,1,Medium,Fragmented coordination space
ISR,Israel,Bilateral (Non-DAC),ECU,Ecuador,Governance & Civil Society,0.0444399394323309,3,0.13043478260869565,0.26627803102784975,13.793103448275861,False,False,True,1,Medium,Fragmented coordination space
1UN024,WFP,UN Agency,ECU,Ecuador,Governance & Civil Society,0.0,2,0.08695652173913043,0.06004460694032293,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
9OTH011,Global Environment Facility,Vertical Fund,ECU,Ecuador,Governance & Civil Society,0.0,2,0.08695652173913043,0.0010551751004426449,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
AUS,Australia,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.0,5,0.21739130434782608,0.09945866908545865,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
DNK,Denmark,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.0,2,0.08695652173913043,0.587230725046217,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
FIN,Finland,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.0,6,0.2608695652173913,0.09041126659076343,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
PRT,Portugal,Bilateral (DAC),ECU,Ecuador,Governance & Civil Society,0.0,1,0.043478260869565216,0.01359811091115249,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
USA,United States,Bilateral (DAC),ECU,Ecuador,Health,22.16650931266229,16,0.6956521739130435,0.1402045816610885,100.0,True,True,False,2,High,Fragmented coordination space
ESP,Spain,Bilateral (DAC),ECU,Ecuador,Health,5.0023859872420084,19,0.8260869565217391,0.06642674802586368,95.23809523809523,True,True,False,2,High,Fragmented coordination space
JPN,Japan,Bilateral (DAC),ECU,Ecuador,Health,3.3799571456238566,16,0.6956521739130435,0.08099516313053795,90.47619047619048,True,True,False,2,High,Fragmented coordination space
1UN026,WHO,UN Agency,ECU,Ecuador,Health,0.801217238565688,8,0.34782608695652173,0.8735451990159675,85.71428571428571,True,False,True,2,High,Fragmented coordination space
FRA,France,Bilateral (DAC),ECU,Ecuador,Health,0.6510534798353775,13,0.5652173913043478,0.004092328445529121,80.95238095238095,True,True,False,2,High,Fragmented coordination space
CAN,Canada,Bilateral (DAC),ECU,Ecuador,Health,0.5249878373720916,16,0.6956521739130435,0.08994563915474738,76.19047619047619,True,True,False,2,High,Fragmented coordination space
ITA,Italy,Bilateral (DAC),ECU,Ecuador,Health,0.3514014043811147,18,0.782608695652174,0.25312443323879663,61.904761904761905,False,True,True,2,High,Fragmented coordination space
1UN003,FAO,UN Agency,ECU,Ecuador,Health,0.13151666666666664,6,0.2608695652173913,0.14262658664549843,42.857142857142854,False,False,False,0,Low,Fragmented coordination space
CHE,Switzerland,Bilateral (DAC),ECU,Ecuador,Health,0.11316752594939777,9,0.391304347826087,0.03658633598512536,38.095238095238095,False,False,False,0,Low,Fragmented coordination space
DEU,Germany,Bilateral (DAC),ECU,Ecuador,Health,0.0252168138822179,7,0.30434782608695654,0.0018849932117357589,19.047619047619047,False,False,False,0,Low,Fragmented coordination space
AUS,Australia,Bilateral (DAC),ECU,Ecuador,Health,0.007870625007421432,6,0.2608695652173913,0.03539559891149419,9.523809523809524,False,False,False,0,Low,Fragmented coordination space
HUN,Hungary,Bilateral (DAC),ECU,Ecuador,Health,0.47004433333333334,2,0.08695652173913043,0.14139607051582925,71.42857142857143,True,False,False,1,Medium,Fragmented coordination space
NOR,Norway,Bilateral (DAC),ECU,Ecuador,Health,0.44601494602219294,15,0.6521739130434783,0.03410814830216045,66.66666666666666,False,True,False,1,Medium,Fragmented coordination space
KOR,Korea,Bilateral (DAC),ECU,Ecuador,Health,0.26931650044976235,15,0.6521739130434783,0.02973480788078327,57.14285714285714,False,True,False,1,Medium,Fragmented coordination space
GBR,United Kingdom,Bilateral (DAC),ECU,Ecuador,Health,0.1884814029259143,7,0.30434782608695654,0.1573102126160448,52.38095238095239,False,False,True,1,Medium,Fragmented coordination space
1UN019,UNICEF,UN Agency,ECU,Ecuador,Health,0.18816329228922565,18,0.782608695652174,0.13877456258155108,47.61904761904761,False,True,False,1,Medium,Fragmented coordination space
TUR,Turkey,Bilateral (Non-DAC),ECU,Ecuador,Health,0.06905709764927516,4,0.17391304347826086,0.29441118878392497,33.33333333333333,False,False,True,1,Medium,Fragmented coordination space
5IDB0,IDB Group,MDB,ECU,Ecuador,Health,0.05439166666666667,13,0.5652173913043478,0.02176184101321111,28.57142857142857,False,True,False,1,Medium,Fragmented coordination space
1UN025,WHO SPRP,UN Agency,ECU,Ecuador,Health,0.048487333333333334,1,0.043478260869565216,1.0,23.809523809523807,False,False,True,1,Medium,Fragmented coordination space
BEL,Belgium,Bilateral (DAC),ECU,Ecuador,Health,0.024481666666666665,12,0.5217391304347826,0.09049458803029028,14.285714285714285,False,True,False,1,Medium,Fragmented coordination space
LTU,Lithuania,Bilateral (DAC),ECU,Ecuador,Health,0.0007803333333333334,3,0.13043478260869565,0.4168447293447294,4.761904761904762,False,False,True,1,Medium,Fragmented coordination space
9OTH012,Global Fund (GFATM),Vertical Fund,ECU,Ecuador,Health,0.0,11,0.4782608695652174,0.3660608531201817,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
AUT,Austria,Bilateral (DAC),ECU,Ecuador,Health,0.0,2,0.08695652173913043,0.22481613920230814,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
AZE,Azerbaijan,Bilateral (Non-DAC),ECU,Ecuador,Health,0.0,1,0.043478260869565216,1.0,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
IRL,Ireland,Bilateral (DAC),ECU,Ecuador,Health,0.0,7,0.30434782608695654,0.1627907834007307,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
LUX,Luxembourg,Bilateral (DAC),ECU,Ecuador,Health,0.0,1,0.043478260869565216,0.43384755555829324,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
NLD,Netherlands,Bilateral (DAC),ECU,Ecuador,Health,0.0,1,0.043478260869565216,0.43590513669523717,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
SWE,Sweden,Bilateral (DAC),ECU,Ecuador,Health,0.0,7,0.30434782608695654,0.002630637683831008,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
KOR,Korea,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,1.2987380708153073,15,0.6521739130434783,0.023266926562516988,100.0,True,True,False,2,High,Fragmented coordination space
ESP,Spain,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.15541482316051433,19,0.8260869565217391,0.023960292606064013,81.81818181818183,True,True,False,2,High,Fragmented coordination space
CAN,Canada,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.15384239291336865,14,0.6086956521739131,0.01032637284793145,72.72727272727273,True,True,False,2,High,Fragmented coordination space
5IDB0,IDB Group,MDB,ECU,Ecuador,Industry Mining & Construction,0.03319333333333333,10,0.43478260869565216,0.12011879315293439,54.54545454545454,False,False,False,0,Low,Fragmented coordination space
CHE,Switzerland,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.017863813840541233,4,0.17391304347826086,0.011951920237363562,45.45454545454545,False,False,False,0,Low,Fragmented coordination space
ITA,Italy,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.0165078282182145,9,0.391304347826087,0.02017386149963663,36.36363636363637,False,False,False,0,Low,Fragmented coordination space
1UN014,UNDP,UN Agency,ECU,Ecuador,Industry Mining & Construction,0.013580982744633098,2,0.08695652173913043,0.004372690268173262,27.27272727272727,False,False,False,0,Low,Fragmented coordination space
1UN006,ILO,UN Agency,ECU,Ecuador,Industry Mining & Construction,0.009308303020785934,7,0.30434782608695654,0.02105818331969212,18.181818181818183,False,False,False,0,Low,Fragmented coordination space
BEL,Belgium,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.009084,6,0.2608695652173913,0.0021009474737953894,9.090909090909092,False,False,False,0,Low,Fragmented coordination space
DEU,Germany,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.8738256312757393,11,0.4782608695652174,0.006473179313090135,90.9090909090909,True,False,False,1,Medium,Fragmented coordination space
JPN,Japan,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.12212627350672349,16,0.6956521739130435,0.006219820203894347,63.63636363636363,False,True,False,1,Medium,Fragmented coordination space
AUS,Australia,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.0,4,0.17391304347826086,0.029657763737500117,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
CZE,Czech Republic,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.0,1,0.043478260869565216,0.043276649653262056,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
FIN,Finland,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.0,1,0.043478260869565216,0.00016838246625637155,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
FRA,France,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.0,5,0.21739130434782608,0.007227697381301938,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
GBR,United Kingdom,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.0,1,0.043478260869565216,0.0070012556694612135,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
IRL,Ireland,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.0,1,0.043478260869565216,0.0031632199922284198,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
NOR,Norway,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.0,12,0.5217391304347826,0.013492974228982236,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
USA,United States,Bilateral (DAC),ECU,Ecuador,Industry Mining & Construction,0.0,8,0.34782608695652173,0.0011830097833374009,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
JPN,Japan,Bilateral (DAC),ECU,Ecuador,Other Multisector,3.156644794841334,16,0.6956521739130435,0.06495519221428775,100.0,True,True,False,2,High,Fragmented coordination space
DEU,Germany,Bilateral (DAC),ECU,Ecuador,Other Multisector,3.1326450077930996,19,0.8260869565217391,0.13186965438515041,95.45454545454545,True,True,False,2,High,Fragmented coordination space
ESP,Spain,Bilateral (DAC),ECU,Ecuador,Other Multisector,1.513196832769717,19,0.8260869565217391,0.10110068945173327,90.9090909090909,True,True,False,2,High,Fragmented coordination space
9OTH001,Adaptation Fund,Vertical Fund,ECU,Ecuador,Other Multisector,1.4227946666666667,4,0.17391304347826086,0.9121033689660016,86.36363636363636,True,False,True,2,High,Fragmented coordination space
CAN,Canada,Bilateral (DAC),ECU,Ecuador,Other Multisector,1.0050740166044987,16,0.6956521739130435,0.06192827942112919,81.81818181818183,True,True,False,2,High,Fragmented coordination space
USA,United States,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.9281768515326476,16,0.6956521739130435,0.01879283087178384,77.27272727272727,True,True,False,2,High,Fragmented coordination space
KOR,Korea,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.8033064305184489,15,0.6521739130434783,0.012912541088916726,72.72727272727273,True,True,False,2,High,Fragmented coordination space
FRA,France,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.5614250279725744,19,0.8260869565217391,0.010811494430328797,68.18181818181817,True,True,False,2,High,Fragmented coordination space
CHE,Switzerland,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.15439964217443716,17,0.7391304347826086,0.3843325723799831,63.63636363636363,False,True,True,2,High,Fragmented coordination space
1UN019,UNICEF,UN Agency,ECU,Ecuador,Other Multisector,0.04466033741758387,18,0.782608695652174,0.35598640491290096,40.909090909090914,False,True,True,2,High,Fragmented coordination space
1UN007,Joint SDG Fund,UN Agency,ECU,Ecuador,Other Multisector,0.08668633333333332,1,0.043478260869565216,0.14186145462281596,59.09090909090909,False,False,False,0,Low,Fragmented coordination space
1UN014,UNDP,UN Agency,ECU,Ecuador,Other Multisector,0.038254259113315134,5,0.21739130434782608,0.04669327175889894,36.36363636363637,False,False,False,0,Low,Fragmented coordination space
ISR,Israel,Bilateral (Non-DAC),ECU,Ecuador,Other Multisector,0.014580387711809367,3,0.13043478260869565,0.08736368638474577,27.27272727272727,False,False,False,0,Low,Fragmented coordination space
1UN026,WHO,UN Agency,ECU,Ecuador,Other Multisector,0.0079578868144077,5,0.21739130434782608,0.005384027556446683,22.727272727272727,False,False,False,0,Low,Fragmented coordination space
NZL,New Zealand,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.006386333333333334,5,0.21739130434782608,0.018166796145608205,18.181818181818183,False,False,False,0,Low,Fragmented coordination space
GBR,United Kingdom,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.004988337463493667,6,0.2608695652173913,0.12252990393307837,13.636363636363635,False,False,False,0,Low,Fragmented coordination space
BEL,Belgium,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.08247433266278006,18,0.782608695652174,0.03163180382985274,54.54545454545454,False,True,False,1,Medium,Fragmented coordination space
5IDB0,IDB Group,MDB,ECU,Ecuador,Other Multisector,0.062339,15,0.6521739130434783,0.05164028313913251,50.0,False,True,False,1,Medium,Fragmented coordination space
ITA,Italy,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.04648940565446439,17,0.7391304347826086,0.10147836359372135,45.45454545454545,False,True,False,1,Medium,Fragmented coordination space
1UN003,FAO,UN Agency,ECU,Ecuador,Other Multisector,0.031141666666666633,7,0.30434782608695654,0.21257115804740664,31.818181818181817,False,False,True,1,Medium,Fragmented coordination space
THA,Thailand,Bilateral (Non-DAC),ECU,Ecuador,Other Multisector,0.003519333333333333,1,0.043478260869565216,1.0,9.090909090909092,False,False,True,1,Medium,Fragmented coordination space
SWE,Sweden,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.0011936666666666667,12,0.5217391304347826,0.12683585770270436,4.545454545454546,False,True,False,1,Medium,Fragmented coordination space
9OTH011,Global Environment Facility,Vertical Fund,ECU,Ecuador,Other Multisector,0.0,3,0.13043478260869565,0.006488647334891055,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
AUS,Australia,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.0,10,0.43478260869565216,0.7757690820498101,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
AUT,Austria,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.0,1,0.043478260869565216,8.757741631180123e-05,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
CZE,Czech Republic,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.0,1,0.043478260869565216,0.28895368936854615,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
FIN,Finland,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.0,1,0.043478260869565216,0.0034977349289117545,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
IRL,Ireland,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.0,1,0.043478260869565216,0.012397864676380668,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
LUX,Luxembourg,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.0,2,0.08695652173913043,0.05857565535210295,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
MLT,Malta,Bilateral (Non-DAC),ECU,Ecuador,Other Multisector,0.0,1,0.043478260869565216,1.0,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
NLD,Netherlands,Bilateral (DAC),ECU,Ecuador,Other Multisector,0.0,4,0.17391304347826086,0.03374928014428031,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
FRA,France,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,33.75654651143368,15,0.6521739130434783,0.13833258568082654,100.0,True,True,False,2,High,Fragmented coordination space
JPN,Japan,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,3.945271097691435,16,0.6956521739130435,0.041370322149052396,95.65217391304348,True,True,False,2,High,Fragmented coordination space
USA,United States,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,2.9481370640260116,14,0.6086956521739131,0.038469274418022385,91.30434782608695,True,True,False,2,High,Fragmented coordination space
ESP,Spain,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.9202759764872503,19,0.8260869565217391,0.056151525609922585,86.95652173913044,True,True,False,2,High,Fragmented coordination space
BEL,Belgium,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.6242333343263918,14,0.6086956521739131,0.13336254014380503,82.6086956521739,True,True,False,2,High,Fragmented coordination space
1UN006,ILO,UN Agency,ECU,Ecuador,Other Social Infrastructure,0.4960017208202858,13,0.5652173913043478,0.7578661440096962,78.26086956521739,True,True,True,3,High,Fragmented coordination space
DEU,Germany,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.3695251524426027,15,0.6521739130434783,0.005938288528741774,73.91304347826086,True,True,False,2,High,Fragmented coordination space
5IDB0,IDB Group,MDB,ECU,Ecuador,Other Social Infrastructure,0.3449236666666667,14,0.6086956521739131,0.09809437719093965,69.56521739130434,True,True,False,2,High,Fragmented coordination space
1UN019,UNICEF,UN Agency,ECU,Ecuador,Other Social Infrastructure,0.1460686575669417,18,0.782608695652174,0.2100108374870546,52.17391304347826,False,True,True,2,High,Fragmented coordination space
1UN017,UNFPA,UN Agency,ECU,Ecuador,Other Social Infrastructure,0.18243502122262034,8,0.34782608695652173,0.05200392745030539,60.86956521739131,False,False,False,0,Low,Fragmented coordination space
SWE,Sweden,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.08738766666666666,4,0.17391304347826086,0.027479653321420713,39.130434782608695,False,False,False,0,Low,Fragmented coordination space
LUX,Luxembourg,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.05496190518652074,4,0.17391304347826086,0.06225610856666737,30.434782608695656,False,False,False,0,Low,Fragmented coordination space
1UN014,UNDP,UN Agency,ECU,Ecuador,Other Social Infrastructure,0.04326271850885313,8,0.34782608695652173,0.07850899596208702,26.08695652173913,False,False,False,0,Low,Fragmented coordination space
9OTH011,Global Environment Facility,Vertical Fund,ECU,Ecuador,Other Social Infrastructure,0.03427699844801176,1,0.043478260869565216,0.0007452807713148294,21.73913043478261,False,False,False,0,Low,Fragmented coordination space
CZE,Czech Republic,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.018064333333333335,3,0.13043478260869565,0.11845127151416093,17.391304347826086,False,False,False,0,Low,Fragmented coordination space
TUR,Turkey,Bilateral (Non-DAC),ECU,Ecuador,Other Social Infrastructure,0.0037658111675126665,2,0.08695652173913043,0.05979094898255569,13.043478260869565,False,False,False,0,Low,Fragmented coordination space
1UN013,UNAIDS,UN Agency,ECU,Ecuador,Other Social Infrastructure,0.001712,1,0.043478260869565216,0.004088683676312542,8.695652173913043,False,False,False,0,Low,Fragmented coordination space
CHE,Switzerland,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.0006444913748179667,7,0.30434782608695654,0.004644083812605089,4.3478260869565215,False,False,False,0,Low,Fragmented coordination space
CAN,Canada,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.19105868203099788,16,0.6956521739130435,0.017231890958613168,65.21739130434783,False,True,False,1,Medium,Fragmented coordination space
ITA,Italy,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.171248848795127,15,0.6521739130434783,0.14130639966699055,56.52173913043478,False,True,False,1,Medium,Fragmented coordination space
NOR,Norway,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.12250764642496283,13,0.5652173913043478,0.020371831651688897,47.82608695652174,False,True,False,1,Medium,Fragmented coordination space
AUT,Austria,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.11056286803810662,12,0.5217391304347826,0.0398148174006104,43.47826086956522,False,True,False,1,Medium,Fragmented coordination space
KOR,Korea,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.05563444939112444,13,0.5652173913043478,0.018198335068385335,34.78260869565217,False,True,False,1,Medium,Fragmented coordination space
1UN007,Joint SDG Fund,UN Agency,ECU,Ecuador,Other Social Infrastructure,0.0,1,0.043478260869565216,0.4136159212983148,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
AUS,Australia,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.0,1,0.043478260869565216,0.0003382746899486673,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
FIN,Finland,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.0,8,0.34782608695652173,0.3761384678902658,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
GBR,United Kingdom,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.0,4,0.17391304347826086,0.0022145911092746025,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
PRT,Portugal,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.0,1,0.043478260869565216,0.002128345694937117,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
SVK,Slovakia,Bilateral (DAC),ECU,Ecuador,Other Social Infrastructure,0.0,2,0.08695652173913043,0.07358164676331112,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
9OTH012,Global Fund (GFATM),Vertical Fund,ECU,Ecuador,Population & Reproductive Health,2.543834,20,0.8695652173913043,0.6339391468798182,100.0,True,True,True,3,High,Fragmented coordination space
CAN,Canada,Bilateral (DAC),ECU,Ecuador,Population & Reproductive Health,1.690788474300503,12,0.5217391304347826,0.06974782189664099,91.66666666666666,True,True,False,2,High,Fragmented coordination space
1UN017,UNFPA,UN Agency,ECU,Ecuador,Population & Reproductive Health,1.26667004805539,15,0.6521739130434783,0.609965838406162,83.33333333333334,True,True,True,3,High,Fragmented coordination space
FRA,France,Bilateral (DAC),ECU,Ecuador,Population & Reproductive Health,0.311821226855252,9,0.391304347826087,0.0013590038617822993,58.333333333333336,False,False,False,0,Low,Fragmented coordination space
1UN026,WHO,UN Agency,ECU,Ecuador,Population & Reproductive Health,0.0681825412865707,8,0.34782608695652173,0.12107077342758589,50.0,False,False,False,0,Low,Fragmented coordination space
1UN019,UNICEF,UN Agency,ECU,Ecuador,Population & Reproductive Health,0.0528860684075912,9,0.391304347826087,0.029631578654781762,41.66666666666667,False,False,False,0,Low,Fragmented coordination space
JPN,Japan,Bilateral (DAC),ECU,Ecuador,Population & Reproductive Health,0.0400342598189835,10,0.43478260869565216,0.0006652558518835664,33.33333333333333,False,False,False,0,Low,Fragmented coordination space
SWE,Sweden,Bilateral (DAC),ECU,Ecuador,Population & Reproductive Health,0.016598981504756666,8,0.34782608695652173,0.009849363604652538,25.0,False,False,False,0,Low,Fragmented coordination space
ITA,Italy,Bilateral (DAC),ECU,Ecuador,Population & Reproductive Health,0.014858428611444733,6,0.2608695652173913,0.00988276696034036,16.666666666666664,False,False,False,0,Low,Fragmented coordination space
5IDB0,IDB Group,MDB,ECU,Ecuador,Population & Reproductive Health,0.6718213333333334,2,0.08695652173913043,0.02280882495367819,75.0,True,False,False,1,Medium,Fragmented coordination space
ESP,Spain,Bilateral (DAC),ECU,Ecuador,Population & Reproductive Health,0.5895788491669054,15,0.6521739130434783,0.008301865832970372,66.66666666666666,False,True,False,1,Medium,Fragmented coordination space
1UN013,UNAIDS,UN Agency,ECU,Ecuador,Population & Reproductive Health,0.014199999999999999,11,0.4782608695652174,0.9959113163236875,8.333333333333332,False,False,True,1,Medium,Fragmented coordination space
1UN014,UNDP,UN Agency,ECU,Ecuador,Population & Reproductive Health,0.0,3,0.13043478260869565,0.002682525276676788,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
