donor_code,donor_name,donor_type,country_code,country_name,sector,recent_avg,active_years,active_share,sector_share,disburse_pctile_within_cs,disbursement_strong,persistence_strong,embeddedness_strong,n_strong,priority,cs_context
USA,United States,Bilateral (DAC),AIA,Anguilla,Agriculture & Natural Resources,0.0,1,0.043478260869565216,0.9963319047067454,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),AIA,Anguilla,Business & Other Services,0.0,1,0.043478260869565216,0.3538694196513972,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),AIA,Anguilla,Communications,0.0,1,0.043478260869565216,0.006200058849430982,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),AIA,Anguilla,Education,0.0,1,0.043478260869565216,0.009696939342653246,,False,False,False,0,Peripheral / not assessed,Low-activity space
DEU,Germany,Bilateral (DAC),AIA,Anguilla,Education,0.0,1,0.043478260869565216,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),AIA,Anguilla,Education,0.0,3,0.13043478260869565,0.03391335019757384,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),AIA,Anguilla,Energy,0.0,2,0.08695652173913043,0.051225765747657616,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),AIA,Anguilla,Environmental Protection,0.0,1,0.043478260869565216,0.0052171481398779656,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),AIA,Anguilla,Finance & Banking,0.0,1,0.043478260869565216,0.13657728648473427,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),AIA,Anguilla,Governance & Civil Society,0.0,1,0.043478260869565216,0.30629528919347765,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),AIA,Anguilla,Governance & Civil Society,0.0,4,0.17391304347826086,0.5265230628367695,,False,False,False,0,Peripheral / not assessed,Low-activity space
USA,United States,Bilateral (DAC),AIA,Anguilla,Governance & Civil Society,0.0,1,0.043478260869565216,0.0036680952932545657,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),AIA,Anguilla,Health,0.0,1,0.043478260869565216,0.034185499612340284,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),AIA,Anguilla,Industry Mining & Construction,0.0,1,0.043478260869565216,0.13657728648473427,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),AIA,Anguilla,Other Multisector,0.0,1,0.043478260869565216,0.0010146437371141828,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),AIA,Anguilla,Other Social Infrastructure,0.0,2,0.08695652173913043,0.21872946356493586,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),AIA,Anguilla,Population & Reproductive Health,0.0,1,0.043478260869565216,0.045566571853694414,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),AIA,Anguilla,Population & Reproductive Health,0.0,1,0.043478260869565216,0.04283837877204092,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),AIA,Anguilla,Water & Sanitation,0.0,2,0.08695652173913043,0.0915698355315679,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN003,FAO,UN Agency,ATG,Antigua and Barbuda,Agriculture & Natural Resources,0.0,5,0.21739130434782608,0.9566639950968837,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN029,ITC,UN Agency,ATG,Antigua and Barbuda,Agriculture & Natural Resources,0.0,1,0.043478260869565216,0.799978900727925,,False,False,False,0,Peripheral / not assessed,Low-activity space
9OTH001,Adaptation Fund,Vertical Fund,ATG,Antigua and Barbuda,Agriculture & Natural Resources,0.0,2,0.08695652173913043,0.12499988496887049,,False,False,False,0,Peripheral / not assessed,Low-activity space
9OTH011,Global Environment Facility,Vertical Fund,ATG,Antigua and Barbuda,Agriculture & Natural Resources,0.0,3,0.13043478260869565,0.030256280293809,,False,False,False,0,Peripheral / not assessed,Low-activity space
AUS,Australia,Bilateral (DAC),ATG,Antigua and Barbuda,Agriculture & Natural Resources,0.0,1,0.043478260869565216,0.009025581420021668,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Agriculture & Natural Resources,0.0,1,0.043478260869565216,0.002244568055786497,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),ATG,Antigua and Barbuda,Agriculture & Natural Resources,0.0,2,0.08695652173913043,0.07759246028652284,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Agriculture & Natural Resources,0.0,14,0.6086956521739131,0.8089430371566485,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN006,ILO,UN Agency,ATG,Antigua and Barbuda,Business & Other Services,0.0,4,0.17391304347826086,0.023443723054227764,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Business & Other Services,0.0,2,0.08695652173913043,0.17447039318755625,,False,False,False,0,Peripheral / not assessed,Low-activity space
DEU,Germany,Bilateral (DAC),ATG,Antigua and Barbuda,Business & Other Services,0.0,2,0.08695652173913043,0.27509675607999523,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Business & Other Services,0.0,1,0.043478260869565216,0.0012478650227598204,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Communications,0.0,1,0.043478260869565216,0.003479645509115695,,False,False,False,0,Peripheral / not assessed,Low-activity space
KOR,Korea,Bilateral (DAC),ATG,Antigua and Barbuda,Communications,0.0,2,0.08695652173913043,0.2502194645670847,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN006,ILO,UN Agency,ATG,Antigua and Barbuda,Education,0.0,1,0.043478260869565216,0.0581346668126907,,False,False,False,0,Peripheral / not assessed,Low-activity space
AUS,Australia,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,1,0.043478260869565216,0.009734048008336566,,False,False,False,0,Peripheral / not assessed,Low-activity space
AUT,Austria,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,1,0.043478260869565216,0.3363613815340733,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,5,0.21739130434782608,0.029094869573461694,,False,False,False,0,Peripheral / not assessed,Low-activity space
CZE,Czech Republic,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,1,0.043478260869565216,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
DEU,Germany,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,5,0.21739130434782608,0.6029799549184242,,False,False,False,0,Peripheral / not assessed,Low-activity space
ESP,Spain,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,2,0.08695652173913043,0.15116424321022182,,False,False,False,0,Peripheral / not assessed,Low-activity space
FRA,France,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,10,0.43478260869565216,0.520749006121138,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,5,0.21739130434782608,0.538821951728285,,False,False,False,0,Peripheral / not assessed,Low-activity space
GRC,Greece,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,6,0.2608695652173913,0.38292484256327547,,False,False,False,0,Peripheral / not assessed,Low-activity space
HUN,Hungary,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,5,0.21739130434782608,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,10,0.43478260869565216,0.023273597408676645,,False,False,False,0,Peripheral / not assessed,Low-activity space
POL,Poland,Bilateral (DAC),ATG,Antigua and Barbuda,Education,0.0,2,0.08695652173913043,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
9OTH006,Climate Investment Funds,Vertical Fund,ATG,Antigua and Barbuda,Energy,0.0,1,0.043478260869565216,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
ARE,United Arab Emirates,Bilateral (Non-DAC),ATG,Antigua and Barbuda,Energy,0.0,5,0.21739130434782608,0.9921330520945821,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Energy,0.0,1,0.043478260869565216,0.02563746362693234,,False,False,False,0,Peripheral / not assessed,Low-activity space
ITA,Italy,Bilateral (DAC),ATG,Antigua and Barbuda,Energy,0.0,2,0.08695652173913043,0.7094913968774419,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Energy,0.0,5,0.21739130434782608,0.012094457000334399,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN014,UNDP,UN Agency,ATG,Antigua and Barbuda,Environmental Protection,0.0,1,0.043478260869565216,0.0017005183091377367,,False,False,False,0,Peripheral / not assessed,Low-activity space
9OTH011,Global Environment Facility,Vertical Fund,ATG,Antigua and Barbuda,Environmental Protection,0.0,16,0.6956521739130435,0.9636027645623206,,False,False,False,0,Peripheral / not assessed,Low-activity space
9OTH013,Global Green Growth Institute,Vertical Fund,ATG,Antigua and Barbuda,Environmental Protection,0.0,1,0.043478260869565216,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
ARE,United Arab Emirates,Bilateral (Non-DAC),ATG,Antigua and Barbuda,Environmental Protection,0.0,3,0.13043478260869565,0.0029559271922770035,,False,False,False,0,Peripheral / not assessed,Low-activity space
AUS,Australia,Bilateral (DAC),ATG,Antigua and Barbuda,Environmental Protection,0.0,2,0.08695652173913043,0.27702075492818384,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Environmental Protection,0.0,3,0.13043478260869565,0.050089291974625264,,False,False,False,0,Peripheral / not assessed,Low-activity space
ESP,Spain,Bilateral (DAC),ATG,Antigua and Barbuda,Environmental Protection,0.0,1,0.043478260869565216,0.32060030161146397,,False,False,False,0,Peripheral / not assessed,Low-activity space
FIN,Finland,Bilateral (DAC),ATG,Antigua and Barbuda,Environmental Protection,0.0,4,0.17391304347826086,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),ATG,Antigua and Barbuda,Environmental Protection,0.0,3,0.13043478260869565,0.3384307134388628,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Environmental Protection,0.0,4,0.17391304347826086,0.03232870479085842,,False,False,False,0,Peripheral / not assessed,Low-activity space
KOR,Korea,Bilateral (DAC),ATG,Antigua and Barbuda,Environmental Protection,0.0,2,0.08695652173913043,0.029024002498791293,,False,False,False,0,Peripheral / not assessed,Low-activity space
USA,United States,Bilateral (DAC),ATG,Antigua and Barbuda,Environmental Protection,0.0,4,0.17391304347826086,0.7615414263878947,,False,False,False,0,Peripheral / not assessed,Low-activity space
AUS,Australia,Bilateral (DAC),ATG,Antigua and Barbuda,Finance & Banking,0.0,1,0.043478260869565216,0.11300316467453059,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Finance & Banking,0.0,2,0.08695652173913043,0.06096473396818381,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN006,ILO,UN Agency,ATG,Antigua and Barbuda,Governance & Civil Society,0.0,3,0.13043478260869565,0.004273532606897154,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN014,UNDP,UN Agency,ATG,Antigua and Barbuda,Governance & Civil Society,0.0,3,0.13043478260869565,0.8004956118172832,,False,False,False,0,Peripheral / not assessed,Low-activity space
9OTH015,Green Climate Fund,Vertical Fund,ATG,Antigua and Barbuda,Governance & Civil Society,0.0,4,0.17391304347826086,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
ARE,United Arab Emirates,Bilateral (Non-DAC),ATG,Antigua and Barbuda,Governance & Civil Society,0.0,1,0.043478260869565216,0.00491102071314088,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Governance & Civil Society,0.0,9,0.391304347826087,0.34712069367841736,,False,False,False,0,Peripheral / not assessed,Low-activity space
FRA,France,Bilateral (DAC),ATG,Antigua and Barbuda,Governance & Civil Society,0.0,1,0.043478260869565216,0.008940849508798077,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),ATG,Antigua and Barbuda,Governance & Civil Society,0.0,1,0.043478260869565216,0.0334266384595724,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Governance & Civil Society,0.0,5,0.21739130434782608,0.013660299808164252,,False,False,False,0,Peripheral / not assessed,Low-activity space
KOR,Korea,Bilateral (DAC),ATG,Antigua and Barbuda,Governance & Civil Society,0.0,4,0.17391304347826086,0.31913195623350266,,False,False,False,0,Peripheral / not assessed,Low-activity space
USA,United States,Bilateral (DAC),ATG,Antigua and Barbuda,Governance & Civil Society,0.0,5,0.21739130434782608,0.23300273364701543,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN026,WHO,UN Agency,ATG,Antigua and Barbuda,Health,0.0,3,0.13043478260869565,0.6856005392457271,,False,False,False,0,Peripheral / not assessed,Low-activity space
AZE,Azerbaijan,Bilateral (Non-DAC),ATG,Antigua and Barbuda,Health,0.0,2,0.08695652173913043,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Health,0.0,4,0.17391304347826086,0.01674420531724233,,False,False,False,0,Peripheral / not assessed,Low-activity space
CHE,Switzerland,Bilateral (DAC),ATG,Antigua and Barbuda,Health,0.0,1,0.043478260869565216,0.6,,False,False,False,0,Peripheral / not assessed,Low-activity space
DEU,Germany,Bilateral (DAC),ATG,Antigua and Barbuda,Health,0.0,1,0.043478260869565216,0.04023231895456474,,False,False,False,0,Peripheral / not assessed,Low-activity space
ESP,Spain,Bilateral (DAC),ATG,Antigua and Barbuda,Health,0.0,1,0.043478260869565216,0.3474931486899766,,False,False,False,0,Peripheral / not assessed,Low-activity space
FRA,France,Bilateral (DAC),ATG,Antigua and Barbuda,Health,0.0,1,0.043478260869565216,0.470310144370064,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Health,0.0,7,0.30434782608695654,0.01097025773683649,,False,False,False,0,Peripheral / not assessed,Low-activity space
KOR,Korea,Bilateral (DAC),ATG,Antigua and Barbuda,Health,0.0,1,0.043478260869565216,0.09381455340308024,,False,False,False,0,Peripheral / not assessed,Low-activity space
USA,United States,Bilateral (DAC),ATG,Antigua and Barbuda,Health,0.0,1,0.043478260869565216,0.005455839965089976,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN029,ITC,UN Agency,ATG,Antigua and Barbuda,Industry Mining & Construction,0.0,1,0.043478260869565216,0.20002109927207512,,False,False,False,0,Peripheral / not assessed,Low-activity space
AUS,Australia,Bilateral (DAC),ATG,Antigua and Barbuda,Industry Mining & Construction,0.0,1,0.043478260869565216,0.01949790715391673,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Industry Mining & Construction,0.0,3,0.13043478260869565,0.08579795363601016,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Industry Mining & Construction,0.0,4,0.17391304347826086,0.013408015766498468,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN003,FAO,UN Agency,ATG,Antigua and Barbuda,Other Multisector,0.0,1,0.043478260869565216,0.043336004903116315,,False,False,False,0,Peripheral / not assessed,Low-activity space
9OTH001,Adaptation Fund,Vertical Fund,ATG,Antigua and Barbuda,Other Multisector,0.0,2,0.08695652173913043,0.6250000383437059,,False,False,False,0,Peripheral / not assessed,Low-activity space
9OTH011,Global Environment Facility,Vertical Fund,ATG,Antigua and Barbuda,Other Multisector,0.0,1,0.043478260869565216,0.0061409551438704225,,False,False,False,0,Peripheral / not assessed,Low-activity space
AUS,Australia,Bilateral (DAC),ATG,Antigua and Barbuda,Other Multisector,0.0,10,0.43478260869565216,0.5416770849632452,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Other Multisector,0.0,4,0.17391304347826086,0.08163098977999486,,False,False,False,0,Peripheral / not assessed,Low-activity space
ESP,Spain,Bilateral (DAC),ATG,Antigua and Barbuda,Other Multisector,0.0,1,0.043478260869565216,0.12999097925388375,,False,False,False,0,Peripheral / not assessed,Low-activity space
GBR,United Kingdom,Bilateral (DAC),ATG,Antigua and Barbuda,Other Multisector,0.0,1,0.043478260869565216,0.01172823608675704,,False,False,False,0,Peripheral / not assessed,Low-activity space
GRC,Greece,Bilateral (DAC),ATG,Antigua and Barbuda,Other Multisector,0.0,12,0.5217391304347826,0.6170751574367245,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Other Multisector,0.0,9,0.391304347826087,0.027562406120012893,,False,False,False,0,Peripheral / not assessed,Low-activity space
NZL,New Zealand,Bilateral (DAC),ATG,Antigua and Barbuda,Other Multisector,0.0,2,0.08695652173913043,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN002,UN COVID-19 MPTF,UN Agency,ATG,Antigua and Barbuda,Other Social Infrastructure,0.0,1,0.043478260869565216,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN006,ILO,UN Agency,ATG,Antigua and Barbuda,Other Social Infrastructure,0.0,10,0.43478260869565216,0.9141480775261844,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN014,UNDP,UN Agency,ATG,Antigua and Barbuda,Other Social Infrastructure,0.0,1,0.043478260869565216,0.19780386987357906,,False,False,False,0,Peripheral / not assessed,Low-activity space
AUS,Australia,Bilateral (DAC),ATG,Antigua and Barbuda,Other Social Infrastructure,0.0,1,0.043478260869565216,0.01195316340351593,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Other Social Infrastructure,0.0,2,0.08695652173913043,0.06946253475593729,,False,False,False,0,Peripheral / not assessed,Low-activity space
DEU,Germany,Bilateral (DAC),ATG,Antigua and Barbuda,Other Social Infrastructure,0.0,2,0.08695652173913043,0.08169097004701593,,False,False,False,0,Peripheral / not assessed,Low-activity space
ITA,Italy,Bilateral (DAC),ATG,Antigua and Barbuda,Other Social Infrastructure,0.0,1,0.043478260869565216,0.00931079259043621,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Other Social Infrastructure,0.0,11,0.4782608695652174,0.01132063127091078,,False,False,False,0,Peripheral / not assessed,Low-activity space
KOR,Korea,Bilateral (DAC),ATG,Antigua and Barbuda,Other Social Infrastructure,0.0,2,0.08695652173913043,0.28341147875612527,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN013,UNAIDS,UN Agency,ATG,Antigua and Barbuda,Population & Reproductive Health,0.0,1,0.043478260869565216,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
1UN026,WHO,UN Agency,ATG,Antigua and Barbuda,Population & Reproductive Health,0.0,3,0.13043478260869565,0.31439946075427294,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Population & Reproductive Health,0.0,2,0.08695652173913043,0.0211975442456972,,False,False,False,0,Peripheral / not assessed,Low-activity space
ESP,Spain,Bilateral (DAC),ATG,Antigua and Barbuda,Population & Reproductive Health,0.0,1,0.043478260869565216,0.05075132723445382,,False,False,False,0,Peripheral / not assessed,Low-activity space
AUT,Austria,Bilateral (DAC),ATG,Antigua and Barbuda,Tourism,0.0,1,0.043478260869565216,0.6636386184659268,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Tourism,0.0,1,0.043478260869565216,0.002899540666865785,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Tourism,0.0,7,0.30434782608695654,0.004451333066727802,,False,False,False,0,Peripheral / not assessed,Low-activity space
CAN,Canada,Bilateral (DAC),ATG,Antigua and Barbuda,Trade,0.0,2,0.08695652173913043,0.029165572024173553,,False,False,False,0,Peripheral / not assessed,Low-activity space
ITA,Italy,Bilateral (DAC),ATG,Antigua and Barbuda,Transport & Storage,0.0,1,0.043478260869565216,0.28119781053212195,,False,False,False,0,Peripheral / not assessed,Low-activity space
KOR,Korea,Bilateral (DAC),ATG,Antigua and Barbuda,Transport & Storage,0.0,2,0.08695652173913043,0.024398544541415972,,False,False,False,0,Peripheral / not assessed,Low-activity space
9OTH001,Adaptation Fund,Vertical Fund,ATG,Antigua and Barbuda,Water & Sanitation,0.0,2,0.08695652173913043,0.2500000766874237,,False,False,False,0,Peripheral / not assessed,Low-activity space
AUS,Australia,Bilateral (DAC),ATG,Antigua and Barbuda,Water & Sanitation,0.0,1,0.043478260869565216,0.018088295448249466,,False,False,False,0,Peripheral / not assessed,Low-activity space
CHE,Switzerland,Bilateral (DAC),ATG,Antigua and Barbuda,Water & Sanitation,0.0,1,0.043478260869565216,0.4,,False,False,False,0,Peripheral / not assessed,Low-activity space
JPN,Japan,Bilateral (DAC),ATG,Antigua and Barbuda,Water & Sanitation,0.0,9,0.391304347826087,0.040739394851571506,,False,False,False,0,Peripheral / not assessed,Low-activity space
SWE,Sweden,Bilateral (DAC),ATG,Antigua and Barbuda,Water & Sanitation,0.0,1,0.043478260869565216,1.0,,False,False,False,0,Peripheral / not assessed,Low-activity space
9OTH015,Green Climate Fund,Vertical Fund,ARG,Argentina,Agriculture & Natural Resources,56.18198900083126,3,0.13043478260869565,0.7335205518814888,100.0,True,False,True,2,High,Fragmented coordination space
USA,United States,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,1.0160485166955917,16,0.6956521739130435,0.07563682235479494,93.75,True,True,False,2,High,Fragmented coordination space
FRA,France,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.8789651396348944,14,0.6086956521739131,0.014750496904944352,87.5,True,True,False,2,High,Fragmented coordination space
DEU,Germany,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.8415919813387179,15,0.6521739130434783,0.03425623262182834,81.25,True,True,False,2,High,Fragmented coordination space
9OTH011,Global Environment Facility,Vertical Fund,ARG,Argentina,Agriculture & Natural Resources,0.5220401188830113,12,0.5217391304347826,0.15975870623555596,75.0,True,True,True,3,High,Fragmented coordination space
5IDB0,IDB Group,MDB,ARG,Argentina,Agriculture & Natural Resources,0.3758426666666666,14,0.6086956521739131,0.07666646968811733,68.75,True,True,False,2,High,Fragmented coordination space
JPN,Japan,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.15910954273002972,17,0.7391304347826086,0.29480176789377505,50.0,False,True,True,2,High,Fragmented coordination space
KOR,Korea,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.12456533333333332,4,0.17391304347826086,0.11576609800078858,43.75,False,False,False,0,Low,Fragmented coordination space
SWE,Sweden,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.06804120275601923,2,0.08695652173913043,0.03292474513582391,37.5,False,False,False,0,Low,Fragmented coordination space
CAN,Canada,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.013368432679836966,8,0.34782608695652173,0.045065705246200995,31.25,False,False,False,0,Low,Fragmented coordination space
AUS,Australia,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.006153047351257533,6,0.2608695652173913,0.02475904724131388,18.75,False,False,False,0,Low,Fragmented coordination space
IRL,Ireland,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.003243882972582967,2,0.08695652173913043,0.025618989183975763,12.5,False,False,False,0,Low,Fragmented coordination space
1UN003,FAO,UN Agency,ARG,Argentina,Agriculture & Natural Resources,0.0013296666666666667,2,0.08695652173913043,0.05214164265057127,6.25,False,False,False,0,Low,Fragmented coordination space
AUT,Austria,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.19746885152160995,13,0.5652173913043478,0.12867305715606986,62.5,False,True,False,1,Medium,Fragmented coordination space
ITA,Italy,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.16451106118412376,14,0.6086956521739131,0.02691924533167154,56.25,False,True,False,1,Medium,Fragmented coordination space
ESP,Spain,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.0087769051120309,14,0.6086956521739131,0.012461784190360222,25.0,False,True,False,1,Medium,Fragmented coordination space
9OTH020,CGIAR,Vertical Fund,ARG,Argentina,Agriculture & Natural Resources,0.0,1,0.043478260869565216,0.050525672940030436,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
CHE,Switzerland,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.0,3,0.13043478260869565,0.01487411064686814,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
FIN,Finland,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.0,4,0.17391304347826086,0.09759469128693314,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
GBR,United Kingdom,Bilateral (DAC),ARG,Argentina,Agriculture & Natural Resources,0.0,2,0.08695652173913043,0.011525736311879427,,False,False,False,0,Peripheral / not assessed,Fragmented coordination space
JPN,Japan,Bilateral (DAC),ARG,Argentina,Business & Other Services,0.4727267041710445,16,0.6956521739130435,0.03158151008700904,87.5,True,True,False,2,High,Thin / emerging space
USA,United States,Bilateral (DAC),ARG,Argentina,Business & Other Services,0.1893488535942165,15,0.6521739130434783,0.02985439337482033,75.0,True,True,False,2,High,Thin / emerging space
FRA,France,Bilateral (DAC),ARG,Argentina,Business & Other Services,0.07769203470477086,3,0.13043478260869565,0.0009026715880445308,62.5,False,False,False,0,Low,Thin / emerging space
1UN006,ILO,UN Agency,ARG,Argentina,Business & Other Services,0.042350648576139995,11,0.4782608695652174,0.019414643321000135,50.0,False,False,False,0,Low,Thin / emerging space
CZE,Czech Republic,Bilateral (DAC),ARG,Argentina,Business & Other Services,0.004785796422825933,2,0.08695652173913043,0.0948865417501769,12.5,False,False,False,0,Low,Thin / emerging space
5RDB003,CABEI,MDB,ARG,Argentina,Business & Other Services,2.0243410003779285,2,0.08695652173913043,0.06847439591174999,100.0,True,False,False,1,Medium,Thin / emerging space
1UN029,ITC,UN Agency,ARG,Argentina,Business & Other Services,0.0102285,2,0.08695652173913043,0.34896703692781544,37.5,False,False,True,1,Medium,Thin / emerging space
5IDB0,IDB Group,MDB,ARG,Argentina,Business & Other Services,0.005628,14,0.6086956521739131,0.10030247339966619,25.0,False,True,False,1,Medium,Thin / emerging space
CAN,Canada,Bilateral (DAC),ARG,Argentina,Business & Other Services,0.0,4,0.17391304347826086,0.007845812919499484,,False,False,False,0,Peripheral / not assessed,Thin / emerging space
