year,country_name,total_oda
2016,Antigua and Barbuda,6.796959
2016,Argentina,79.851525
2016,Belize,33.473373
2016,Bolivia (Plurinational State of),779.485775
2016,Brazil,939.583706
2016,Caribbean (Unspecified),229.243701
2016,Chile,268.877261
2016,Colombia,1286.935678
2016,Costa Rica,109.884196
2016,Cuba,2714.393351
2016,Dominica,7.190559
2016,Dominican Republic,232.55933399999998
2016,Ecuador,287.649166
2016,El Salvador,211.657964
2016,Grenada,26.035653
2016,Guatemala,349.868876
2016,Guyana,53.659306
2016,Haiti,1169.0189420000002
2016,Honduras,509.126258
2016,Jamaica,71.595023
2016,Mexico,909.9462149999999
2016,Montserrat,44.901199999999996
2016,Nicaragua,493.478959
2016,Panama,41.770469999999996
2016,Paraguay,125.565714
2016,Peru,502.877024
2016,Saint Lucia,18.947274
2016,Saint Vincent and the Grenadines,9.466544
2016,South America (Unspecified),404.160777
2016,Suriname,15.741
2016,Uruguay,26.092275
2016,Venezuela (Bolivarian Republic of),53.028345
2017,Antigua and Barbuda,9.461903
2017,Argentina,209.038881
2017,Belize,34.117806
2017,Bolivia (Plurinational State of),1056.85978
2017,Brazil,716.4180170000001
2017,Caribbean (Unspecified),288.794264
2017,Chile,126.97937800000001
2017,Colombia,1073.258041
2017,Costa Rica,113.73649999999999
2017,Cuba,399.760936
2017,Dominica,22.574409
2017,Dominican Republic,167.765571
2017,Ecuador,229.67069899999998
2017,El Salvador,263.972604
2017,Grenada,21.025523999999997
2017,Guatemala,466.34070599999995
2017,Guyana,68.481655
2017,Haiti,1109.231603
2017,Honduras,539.029319
2017,Jamaica,87.51373
2017,Mexico,1014.625561
2017,Montserrat,44.23307
2017,Nicaragua,678.974884
2017,Panama,70.474679
2017,Paraguay,163.963513
2017,Peru,552.755643
2017,Saint Lucia,14.057045
2017,Saint Vincent and the Grenadines,13.109458
2017,South America (Unspecified),411.190922
2017,Suriname,18.041095
2017,Uruguay,52.129597999999994
2017,Venezuela (Bolivarian Republic of),100.10605699999999
2018,Antigua and Barbuda,18.472527
2018,Argentina,139.691919
2018,Belize,31.176192999999998
2018,Bolivia (Plurinational State of),829.9984159999999
2018,Brazil,756.40485
2018,Caribbean (Unspecified),309.573818
2018,Colombia,2041.458897
2018,Costa Rica,100.43970399999999
2018,Cuba,384.889249
2018,Dominica,21.801276
2018,Dominican Republic,146.453591
2018,Ecuador,298.218574
2018,El Salvador,327.447515
2018,Grenada,44.791993999999995
2018,Guatemala,478.111529
2018,Guyana,104.497633
2018,Haiti,1036.9294300000001
2018,Honduras,746.352395
2018,Jamaica,102.435136
2018,Mexico,806.050049
2018,Montserrat,39.639389
2018,Nicaragua,422.126029
2018,Panama,37.658331000000004
2018,Paraguay,180.67272
2018,Peru,581.758274
2018,Saint Lucia,13.482356
2018,Saint Vincent and the Grenadines,18.667723
2018,South America (Unspecified),485.40704
2018,Suriname,15.605654
2018,Venezuela (Bolivarian Republic of),143.290183
2019,Antigua and Barbuda,26.640261
2019,Argentina,325.39357
2019,Belize,52.565366
2019,Bolivia (Plurinational State of),815.985058
2019,Brazil,729.60296
2019,Caribbean (Unspecified),138.7689
2019,Central America (Unspecified),39.598817
2019,Colombia,1244.235306
2019,Costa Rica,80.177518
2019,Cuba,137.299467
2019,Dominica,66.89333500000001
2019,Dominican Republic,163.61031
2019,Ecuador,553.750352
2019,El Salvador,453.717163
2019,Grenada,32.88949
2019,Guatemala,451.211822
2019,Guyana,139.258574
2019,Haiti,744.599506
2019,Honduras,557.0045759999999
2019,Jamaica,154.447364
2019,Mexico,888.8867849999999
2019,Montserrat,36.789119
2019,Nicaragua,449.286817
2019,Panama,84.178185
2019,Paraguay,175.994242
2019,Peru,660.573834
2019,Saint Lucia,36.2774
2019,Saint Vincent and the Grenadines,91.033578
2019,South America (Unspecified),331.188409
2019,Suriname,34.250777
2019,Venezuela (Bolivarian Republic of),234.965813
2020,Antigua and Barbuda,24.942263999999998
2020,Argentina,123.00271000000001
2020,Belize,75.005135
2020,Bolivia (Plurinational State of),442.202902
2020,Brazil,792.578315
2020,Caribbean (Unspecified),144.16378500000002
2020,Central America (Unspecified),155.051746
2020,Colombia,2256.305652
2020,Costa Rica,255.286904
2020,Cuba,153.641891
2020,Dominica,78.73841399999999
2020,Dominican Republic,440.00729300000006
2020,Ecuador,377.817799
2020,El Salvador,419.71667
2020,Grenada,81.728784
2020,Guatemala,695.323753
2020,Guyana,63.329582
2020,Haiti,905.503561
2020,Honduras,1359.831645
2020,Jamaica,66.06628599999999
2020,Mexico,895.439649
2020,Montserrat,48.523432
2020,Nicaragua,498.721254
2020,Panama,218.157936
2020,Paraguay,331.576059
2020,Peru,695.223476
2020,Saint Lucia,109.885709
2020,Saint Vincent and the Grenadines,83.87374100000001
2020,South America (Unspecified),699.0517159999999
2020,Suriname,28.265795
2020,Venezuela (Bolivarian Republic of),287.47970399999997
2021,Antigua and Barbuda,5.222189999999999
2021,Argentina,178.361758
2021,Belize,76.735543
2021,Bolivia (Plurinational State of),631.783793
2021,Brazil,1310.762387
2021,Caribbean (Unspecified),139.08505300000002
2021,Central America (Unspecified),163.583908
2021,Colombia,2282.9157060000002
2021,Costa Rica,164.975395
2021,Cuba,117.972211
2021,Dominica,83.253873
2021,Dominican Republic,504.59723499999996
2021,Ecuador,361.24307799999997
2021,El Salvador,302.09538000000003
2021,Grenada,79.474013
2021,Guatemala,558.3148600000001
2021,Guyana,156.520661
2021,Haiti,968.412437
2021,Honduras,760.965108
2021,Jamaica,64.840816
2021,Mexico,864.314896
2021,Montserrat,38.244847
2021,Nicaragua,788.404092
2021,Panama,129.810271
2021,Paraguay,220.204536
2021,Peru,490.376464
2021,Saint Lucia,100.562601
2021,Saint Vincent and the Grenadines,130.44265000000001
2021,South America (Unspecified),535.814142
2021,Suriname,30.594495
2021,Venezuela (Bolivarian Republic of),269.330149
2022,Argentina,337.126306
2022,Belize,38.188245
2022,Bolivia (Plurinational State of),482.393639
2022,Brazil,1147.045683
2022,Caribbean (Unspecified),125.601938
2022,Central America (Unspecified),155.504639
2022,Colombia,2315.256561
2022,Costa Rica,702.072576
2022,Cuba,140.643622
2022,Dominica,65.806301
2022,Dominican Republic,437.158301
2022,Ecuador,473.951381
2022,El Salvador,778.38082
2022,Grenada,34.794361
2022,Guatemala,475.144927
2022,Guyana,236.536398
2022,Haiti,946.823858
2022,Honduras,972.877699
2022,Jamaica,92.56559
2022,Mexico,862.372149
2022,Montserrat,43.920348000000004
2022,Nicaragua,1468.486099
2022,Panama,184.297893
2022,Paraguay,131.563453
2022,Peru,1050.136706
2022,Saint Lucia,31.583062
2022,Saint Vincent and the Grenadines,30.872251000000002
2022,South America (Unspecified),308.202007
2022,Suriname,73.853563
2022,Venezuela (Bolivarian Republic of),252.16654200000002
2023,Argentina,318.254692
2023,Belize,36.964641
2023,Bolivia (Plurinational State of),879.693137
2023,Brazil,942.795766
2023,Caribbean (Unspecified),162.390152
2023,Central America (Unspecified),152.071601
2023,Colombia,1342.713945
2023,Costa Rica,166.70530399999998
2023,Cuba,156.58451200000002
2023,Dominica,55.685598
2023,Dominican Republic,733.736388
2023,Ecuador,505.963696
2023,El Salvador,563.464079
2023,Grenada,45.420154999999994
2023,Guatemala,492.907027
2023,Guyana,158.704847
2023,Haiti,1126.889235
2023,Honduras,749.602095
2023,Jamaica,89.343043
2023,Mexico,764.880235
